gene,damage_score,gnomAD_SAS_AF,Variant_Classification,log2FoldChange,padj,direction,MutExpress_Priority
FLT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FLVCR1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FLYWCH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FMN2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FMNL2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FMNL3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FMO3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FMO4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FMO5,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FMR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FN3K,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FNBP1L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FNBP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FNDC1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FNDC7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FNIP1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FNIP2,3.0,0.0,"Missense_Mutation, Splice_Site, Frame_Shift_Del",,,,MEDIUM_V
FNTA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOCAD,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOLH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOSL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOSL2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOXA2,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FOXC1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOXI1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOXJ3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOXL2NB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FOXP1,3.0,0.0,"Missense_Mutation, Splice_Site, Frame_Shift_Del",,,,MEDIUM_V
FOXP4,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FOXRED2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FPGS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FPGT,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FPGT-TNNI3K,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, In_Frame_Del",,,,MEDIUM_V
FPR2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRAS1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FREM2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRG1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRG2C,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FRMD4A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FRMD4B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRMD6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRMD7,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FRMPD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRMPD2,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
FRMPD3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FRS3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FRY,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FRYL,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
FSCN2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FSD2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FSHR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FSIP2,3.0,0.0,"Missense_Mutation, In_Frame_Ins, Frame_Shift_Del",,,,MEDIUM_V
FST,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FSTL1,3.0,6.533e-05,Missense_Mutation,,,,MEDIUM_V
FTL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FTSJ1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FTSJ3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FUBP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FUCA2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FUS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FUT11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FUT8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FXR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FYB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FYB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FYCO1,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
FZD10,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
FZD5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FZD6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
FZD7,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
FZD9,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
G3BP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
G3BP2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
G6PC2,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
G6PD,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAB3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GABPB1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GABRB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GABRB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GABRG3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GABRR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAD2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GAL3ST4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALC,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALK2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALM,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
GALNT10,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT13,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Nonsense_Mutation",,,,MEDIUM_V
GALNT14,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT16,3.0,3.267e-05,Missense_Mutation,,,,MEDIUM_V
GALNT17,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GALNT9,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GANAB,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GAP43,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAREM1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GARNL3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GARS1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GART,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAS2L2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GAS6,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
GATA1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GATA2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GATB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GATM,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GBF1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GBP3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GBP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GBP6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GBP7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCAT,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCC2,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
GCG,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCK,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCM2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GCN1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCNA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GCOM1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDAP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDI1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDI2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GDPD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDPD5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GDPGP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GEMIN2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GEMIN4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GEMIN6,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GET1-SH3BGR,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFM1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFM2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFPT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFPT2,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
GFRA1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFRA3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GFUS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GGA3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GGPS1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GGT1,3.0,3.268e-05,Missense_Mutation,,,,MEDIUM_V
GGT5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GIGYF1,3.0,3.317e-05,Missense_Mutation,,,,MEDIUM_V
GIGYF2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GIMAP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GIMAP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GIMAP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GINS3,3.0,3.267e-05,Missense_Mutation,,,,MEDIUM_V
GIT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GJA1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GJA5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GJB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GJD2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GJD4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GK,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GK2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GK5,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GLA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLB1L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLB1L2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLB1L3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GLCCI1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GLG1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GLI1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLI2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLI4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLIPR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLIS2,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
GLMP,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GLOD4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLOD5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLRA2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLRA3,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
GLRX3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLS,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GLT6D1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLT8D1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLUD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GLUD2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GMDS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GMEB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GMIP,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GMNN,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GMPPA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GMPS,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GNAI2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNAQ,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNAS,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
GNB1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNB2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNB5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNL2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNL3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNL3L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNPDA1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GNPNAT1,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
GNPTAB,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GNPTG,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GOLGA3,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
GOLGA4,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GOLGA7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GOLGA7B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GOLGB1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GOLIM4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GOLPH3L,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GON4L,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
GORAB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GORASP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GOSR1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GOT2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GP1BA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPAT2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPATCH1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPATCH3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPBP1L1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPC6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPER1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPI,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPNMB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR132,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR137B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR149,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR153,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR155,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR156,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR161,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR162,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR173,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR179,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR39,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR55,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR61,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPR83,3.0,9.799e-05,Missense_Mutation,,,,MEDIUM_V
GPR89B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPRC5B,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GPRC5C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPRC6A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPRIN3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPSM1,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
GPSM3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPT2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GPX2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GPX7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRAMD1A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRAMD1B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRAMD1C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRAP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRB10,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GRHL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRHL2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GRHL3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIA1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
GRIA3,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
GRID1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRID2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIK1,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
GRIK2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GRIK3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIN1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIN2A,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",,,,MEDIUM_V
GRIN2C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIN3A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIN3B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRIPAP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRK1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GRK2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRK6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRM1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRM3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRM5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GRM6,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
GRXCR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSE1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GSPT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSPT2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSS,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSTCD,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSTM4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSTO2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSTZ1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GSX2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF2H3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF2I,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF2IRD2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GTF2IRD2B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF3C1,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
GTF3C2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GTF3C4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF3C5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTF3C6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTPBP10,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTPBP2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTPBP3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GTPBP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUCA1A,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUCA1B,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUCD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUCY1A2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
GUCY1B1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUCY2C,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUF1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GUSB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GXYLT1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GYPB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GYPE,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GYS1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GZF1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GZMA,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GZMH,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
GZMM,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H1-2,3.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
H1-3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H1-4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H1-6,3.0,9.799e-05,Missense_Mutation,,,,MEDIUM_V
H2AC12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2AC13,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2AC14,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2AC20,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
H2AC8,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2AW,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BC12,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BC14,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BC17,3.0,3.266e-05,Missense_Mutation,,,,MEDIUM_V
H2BC18,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BC5,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
H2BC7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BC9,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H2BU1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H3-4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H3C2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
H3C4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H3C7,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H4C11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H4C13,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H4C4,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
H4C5,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
H6PD,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
HABP4,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HACD1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HACL1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HADHB,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HAL,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HAND2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HARS2,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HAS2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
HAUS6,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HAVCR1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HAX1,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
HBP1,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HBS1L,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
HCFC1,3.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
HCFC2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
HCN3,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HCRTR2,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",,,,MEDIUM_V
HDAC1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Splice_Site",,,,MEDIUM_V
HDAC11,3.0,0.0,Missense_Mutation,,,,MEDIUM_V
HDAC2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
HDAC3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
