gene,damage_score,gnomAD_SAS_AF,Variant_Classification,log2FoldChange,padj,direction,MutExpress_Priority
ARMC9,1.0,0.0,Splice_Site,,,,MEDIUM_V
ARMCX5-GPRASP2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ARNT,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
ARSF,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ARSG,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ARSH,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
AS3MT,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
ASAH2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASB11,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
ASB13,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ASB16,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ASB17,1.0,0.0,"Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
ASB2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASB4,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ASB8,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASCL3,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ASF1A,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ASIC1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASMT,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASMTL,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASRGL1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ASTE1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATAD3A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATF4,1.0,0.0,"Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
ATF7IP2,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ATG13,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
ATG4B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATG7,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
ATL1,1.0,0.0,"Splice_Site, Missense_Mutation",,,,MEDIUM_V
ATL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATL3,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
ATP23,1.0,0.0,"Frame_Shift_Del, Splice_Site",,,,MEDIUM_V
ATP5F1C,1.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
ATP5MC2,1.0,0.0,Splice_Site,,,,MEDIUM_V
ATP5MG,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
ATP6V0D2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATP8A1,1.0,0.0,"Splice_Site, Missense_Mutation",,,,MEDIUM_V
ATP8B3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
ATXN7,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
AUNIP,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
AURKAIP1,1.0,0.0,Splice_Site,,,,MEDIUM_V
AURKC,1.0,0.0,Splice_Site,,,,MEDIUM_V
AVIL,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
AVPI1,1.0,3.283e-05,Missense_Mutation,,,,MEDIUM_V
B3GALT5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
B3GNT3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
B3GNTL1,1.0,0.0,Splice_Site,,,,MEDIUM_V
B4GALNT1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
B4GALT3,1.0,0.0,"Frame_Shift_Ins, Missense_Mutation",,,,MEDIUM_V
BAALC,1.0,3.267e-05,Nonsense_Mutation,,,,MEDIUM_V
BACH1,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
BAG1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BAHCC1,1.0,0.0,"Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
BATF,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BATF2,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BBS10,1.0,0.0,"Nonsense_Mutation, Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
BBS12,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BBS5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BCAT2,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
BCCIP,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
BCDIN3D,1.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
BCKDK,1.0,0.0,"In_Frame_Del, Missense_Mutation",,,,MEDIUM_V
BCL2L2,1.0,0.0,Splice_Site,,,,MEDIUM_V
BCL6,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BCLAF3,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BCS1L,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BECN1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BEND4,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
BEX2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BEX4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BFAR,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BHLHE41,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BICRAL,1.0,0.0,"Nonsense_Mutation, Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
BLNK,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BLOC1S5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BLVRB,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BMERB1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BMP5,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
BMT2,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
BNIP3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BNIP5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BNIPL,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BOK,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BOLA1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BOP1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BPGM,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BPHL,1.0,3.584e-05,Missense_Mutation,,,,MEDIUM_V
BPI,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BPIFA3,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BRCC3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BRD3,1.0,0.0,"Splice_Site, Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
BRD9,1.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
BRF2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BRS3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BSX,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
BTAF1,1.0,0.0,Splice_Site,,,,MEDIUM_V
BTN2A1,1.0,0.0,"Frame_Shift_Ins, Missense_Mutation",,,,MEDIUM_V
BTNL3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
BYSL,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C11orf45,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C11orf80,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C12orf4,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C12orf42,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C12orf45,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C16orf46,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C16orf87,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C16orf89,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C16orf90,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C16orf91,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C18orf54,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C19orf12,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C19orf18,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C1QC,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
C1orf112,1.0,0.0,"Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
C1orf141,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
C1orf216,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
C1orf43,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
C1orf50,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
C1orf87,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C21orf62,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C2orf68,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C3orf38,1.0,0.0,"In_Frame_Del, Nonsense_Mutation",,,,MEDIUM_V
C4B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C4orf50,1.0,0.0,In_Frame_Del,,,,MEDIUM_V
C5AR2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C5orf15,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C5orf22,1.0,0.0,Splice_Site,,,,MEDIUM_V
C6orf120,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C7orf25,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C7orf50,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C7orf61,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
C9,1.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
C9orf24,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
C9orf64,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C9orf72,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
C9orf78,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CA8,1.0,0.0,Splice_Site,,,,MEDIUM_V
CABP5,1.0,0.0,In_Frame_Del,,,,MEDIUM_V
CABYR,1.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
CACNB1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CACNB2,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CADM4,1.0,0.0,"Frame_Shift_Del, Missense_Mutation",,,,MEDIUM_V
CALU,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CANT1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CAP2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CAPN10,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CAPN12,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CAPN15,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CAPZB,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CARD8,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CARMIL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CARS1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CASD1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CASKIN2,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
CASP2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CASP3,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CASP4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CATIP,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CATSPERB,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CBLIF,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CBLL1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CBLL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CBX1,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CBX3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CBX5,1.0,4.328e-05,Frame_Shift_Del,,,,MEDIUM_V
CC2D2B,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CCDC103,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC127,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC142,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CCDC148,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CCDC159,1.0,0.0,"Frame_Shift_Ins, Missense_Mutation",,,,MEDIUM_V
CCDC160,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC17,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC174,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CCDC18,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CCDC189,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC25,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
CCDC33,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC38,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC43,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CCDC65,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC68,1.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
CCDC88B,1.0,0.0,"In_Frame_Del, Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CCDC90B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC96,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCDC9B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCER1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCM2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCN3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCNF,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCNH,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CCNQ,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CCR9,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCRL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCT4,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CCT6A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CCT6B,1.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
CD101,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD1C,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD200,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CD226,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CD274,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD300A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD300LF,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CD37,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD4,1.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
CD40LG,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD48,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD5,1.0,0.0,"Missense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
CD55,1.0,0.0,"Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
CD58,1.0,0.0,Nonstop_Mutation,,,,MEDIUM_V
CD59,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD63,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD79B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD86,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD8A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD96,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD99,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CD99L2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDC14A,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CDC23,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDC40,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDC42EP3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDC5L,1.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
CDCP2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDIP1,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CDK15,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDK5RAP1,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CDK5RAP2,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CDK8,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDKL2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDKL4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDKN1B,1.0,0.0,"Frame_Shift_Ins, Frame_Shift_Del, Splice_Site, Nonsense_Mutation",,,,MEDIUM_V
CDRT1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDS1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CDV3,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CDYL,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CEACAM16,1.0,3.272e-05,Missense_Mutation,,,,MEDIUM_V
CEACAM18,1.0,0.0,Splice_Site,,,,MEDIUM_V
CEBPZ,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CELA2A,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CELA3A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CELA3B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CELF1,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CELF5,1.0,3.272e-05,Missense_Mutation,,,,MEDIUM_V
CEMP1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CENPH,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CENPO,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CEP131,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CEP41,1.0,0.0,"Frame_Shift_Del, Missense_Mutation, Splice_Site",,,,MEDIUM_V
CEP57L1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CEP68,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
CEP76,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CEPT1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CERCAM,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CERS5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CES3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFAP20,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFAP206,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFAP36,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFAP94,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFDP1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CFI,1.0,0.0,Splice_Site,,,,MEDIUM_V
CFL1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHAC2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHAF1A,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CHCHD10,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHCHD3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHCHD5,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHIC1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHML,1.0,0.0,"Missense_Mutation, In_Frame_Del, Nonsense_Mutation",,,,MEDIUM_V
CHMP7,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHORDC1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHP1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHPT1,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CHRD,1.0,0.0,Splice_Site,,,,MEDIUM_V
CHRM5,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CHRNE,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CHST4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CIAO2A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CIAO2B,1.0,3.279e-05,Missense_Mutation,,,,MEDIUM_V
CISH,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
CKAP4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CKLF,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLC,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLCA1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLCA2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLCC1,1.0,0.0,In_Frame_Del,,,,MEDIUM_V
CLCF1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLCN1,1.0,0.0,"Missense_Mutation, Splice_Site",,,,MEDIUM_V
CLCN2,1.0,0.0,"Nonsense_Mutation, Frame_Shift_Del",,,,MEDIUM_V
CLCN4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLDN16,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLDN20,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLEC12A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLEC2D,1.0,0.0,"Nonsense_Mutation, Splice_Site",,,,MEDIUM_V
CLEC4D,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLHC1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLIC2,1.0,0.0007339,Missense_Mutation,,,,MEDIUM_V
CLPX,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLRN3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLSTN1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CLSTN3,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CLYBL,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CMAS,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CMC4,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CMPK2,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CMTM7,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNBD2,1.0,0.0,"Missense_Mutation, Nonsense_Mutation",,,,MEDIUM_V
CNGA3,1.0,0.0,"Frame_Shift_Ins, Missense_Mutation",,,,MEDIUM_V
CNIH1,1.0,0.0,Splice_Site,,,,MEDIUM_V
CNIH4,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CNOT11,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNOT4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNOT8,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNP,1.0,0.0,In_Frame_Del,,,,MEDIUM_V
CNPY1,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CNPY2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNPY3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNR1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CNTROB,1.0,0.0,"Nonsense_Mutation, Missense_Mutation",,,,MEDIUM_V
COL6A2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
COLEC10,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
COLGALT1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
COMMD6,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
COPS2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
COPS6,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
COPS9,1.0,0.0,Splice_Site,,,,MEDIUM_V
COQ10B,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CORO2A,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CORO6,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CORO7-PAM16,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
COX4I2,1.0,0.0,"In_Frame_Del, Splice_Site",,,,MEDIUM_V
COX5B,1.0,3.281e-05,Missense_Mutation,,,,MEDIUM_V
CPE,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPEB3,1.0,0.0,"Frame_Shift_Ins, Missense_Mutation",,,,MEDIUM_V
CPN1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPNE1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPNE3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPNE4,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPNE9,1.0,3.268e-05,Missense_Mutation,,,,MEDIUM_V
CPSF2,1.0,0.0,Frame_Shift_Ins,,,,MEDIUM_V
CPSF3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPT2,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CPXCR1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CR1L,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CRACD,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CRACR2B,1.0,3.319e-05,Missense_Mutation,,,,MEDIUM_V
CRAT,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CRELD1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CRHR1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CRTC3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CRYL1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CSF1R,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CSH1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CSKMT,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CSN3,1.0,0.0,Frame_Shift_Del,,,,MEDIUM_V
CSNK1G1,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CSNK2A1,1.0,0.0,"Missense_Mutation, In_Frame_Del",,,,MEDIUM_V
CSRP2,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CST3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CSTF3,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CTDSP1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CTH,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CTNNA1,1.0,0.0,Nonsense_Mutation,,,,MEDIUM_V
CTNNB1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CTPS1,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CTR9,1.0,0.0,Splice_Site,,,,MEDIUM_V
CTRB1,1.0,6.533e-05,Missense_Mutation,,,,MEDIUM_V
CTSB,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
CTSE,1.0,0.0,Missense_Mutation,,,,MEDIUM_V
