"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042391","regulation of membrane potential","99/1572","474/18860",0.208860759493671,2.50579766160982,10.0121047684598,5.87923699776161e-18,3.28120216845075e-14,2.63513590910199e-14,"ABCB5/ACTN2/ADRA1A/AKAP6/ANK2/ATP1A2/ATP1A3/BIN1/CACNA2D1/CASQ2/CHRNA6/CHRNG/DCN/DMD/DRD2/FHL1/GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GRIA2/GRIA4/GRIN2B/GRIN2D/HTR3A/KCNA1/KCNA2/KCNA4/KCNE1/KCNG1/KCNG3/KCNH1/KCNH2/KCNH8/KCNK1/KCNK9/KCNMB2/KCNQ2/MAPK8IP2/MET/NETO1/NLGN1/NOS1/NPAS4/NTRK2/NTSR1/OPRD1/P2RX5/RELN/RGS4/RGS7/RIMS2/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN4B/SCN5A/SCN7A/SCN9A/SLC1A6/SLC26A3/SLC4A8/SLC6A4/SLC8A2/TRDN/TRPA1/ABCC9/CAV1/CD36/CHRNA4/GABRG2/KCNA6/KCNB1/KCNF1/KCNJ3/KCNK16/KCNQ5/NPR2/P2RX2/TACR1/ADRB2/CACNA1H/CHRNA2/CHRNA9/CHRND/DRD4/KCNJ10/MYOC/NDP/PID1/PYCR1/SCN2B/SCN3B/SEZ6/SLC17A7/SLC1A7",99
"GO:0043062","extracellular structure organization","73/1572","332/18860",0.219879518072289,2.6379947269996,9.07988805856209,9.13180906147263e-15,2.54823131860394e-11,2.04648647282897e-11,"ADAM8/ADAMTS1/ADAMTS14/ADAMTS19/ADAMTS20/ADAMTS5/ADAMTSL2/ADAMTSL4/ANGPTL7/APLP1/CCDC80/COL11A1/COL12A1/COL14A1/COL1A1/COL1A2/COL2A1/COL5A1/COL5A2/COL6A5/COL6A6/CREB3L1/CTSG/DDR2/DMP1/DPP4/DPT/EGFLAM/ELANE/GFAP/HAS1/IL6/LAMA2/LRP1/MATN2/MFAP4/MMP10/MMP26/MMP27/MYH11/NPHS1/POSTN/PPARG/PXDNL/RECK/TEX14/TGFBR3/TLL2/TMPRSS6/TNR/TNXB/ABI3BP/CAV1/COMP/GPM6B/IBSP/LTBP4/NPNT/SULF1/VIT/ADAMTS18/BMP2/ECM2/EGFL6/FAP/FGFR4/FLRT2/MMP11/MMP28/MMP3/MMP9/NOXO1/PRSS1",73
"GO:0030198","extracellular matrix organization","72/1572","331/18860",0.217522658610272,2.60971841055326,8.90945506007366,2.49582743675498e-14,4.64307097484317e-11,3.72885376340445e-11,"ADAM8/ADAMTS1/ADAMTS14/ADAMTS19/ADAMTS20/ADAMTS5/ADAMTSL2/ADAMTSL4/ANGPTL7/APLP1/CCDC80/COL11A1/COL12A1/COL14A1/COL1A1/COL1A2/COL2A1/COL5A1/COL5A2/COL6A5/COL6A6/CREB3L1/CTSG/DDR2/DMP1/DPP4/DPT/EGFLAM/ELANE/GFAP/HAS1/IL6/LAMA2/LRP1/MATN2/MFAP4/MMP10/MMP26/MMP27/MYH11/NPHS1/POSTN/PPARG/PXDNL/RECK/TGFBR3/TLL2/TMPRSS6/TNR/TNXB/ABI3BP/CAV1/COMP/GPM6B/IBSP/LTBP4/NPNT/SULF1/VIT/ADAMTS18/BMP2/ECM2/EGFL6/FAP/FGFR4/FLRT2/MMP11/MMP28/MMP3/MMP9/NOXO1/PRSS1",72
"GO:0045229","external encapsulating structure organization","72/1572","333/18860",0.216216216216216,2.59404442610549,8.84979501127517,3.44645941764585e-14,4.80867250247037e-11,3.86184847377264e-11,"ADAM8/ADAMTS1/ADAMTS14/ADAMTS19/ADAMTS20/ADAMTS5/ADAMTSL2/ADAMTSL4/ANGPTL7/APLP1/CCDC80/COL11A1/COL12A1/COL14A1/COL1A1/COL1A2/COL2A1/COL5A1/COL5A2/COL6A5/COL6A6/CREB3L1/CTSG/DDR2/DMP1/DPP4/DPT/EGFLAM/ELANE/GFAP/HAS1/IL6/LAMA2/LRP1/MATN2/MFAP4/MMP10/MMP26/MMP27/MYH11/NPHS1/POSTN/PPARG/PXDNL/RECK/TGFBR3/TLL2/TMPRSS6/TNR/TNXB/ABI3BP/CAV1/COMP/GPM6B/IBSP/LTBP4/NPNT/SULF1/VIT/ADAMTS18/BMP2/ECM2/EGFL6/FAP/FGFR4/FLRT2/MMP11/MMP28/MMP3/MMP9/NOXO1/PRSS1",72
"GO:0030900","forebrain development","82/1572","419/18860",0.195704057279236,2.34795071265038,8.41399044311916,1.93902901445573e-13,2.16434418593549e-10,1.73818643022158e-10,"ALDH1A3/APLP1/ASPM/ATP1A2/CDH2/DLC1/DRD2/EGFR/EZH2/FAT4/FEZF2/FILIP1/FOXP2/GHRH/HAP1/HMGA2/KCNA1/KCNA2/KIAA0319/LHX1/LHX5/LHX6/LRP8/NTRK2/P2RY12/PAX5/PCDH9/PLXNA4/PROX1/PTCHD1/RELN/ROBO2/SALL3/SCN5A/SEMA3A/SEMA3D/SEMA3G/SLC7A11/SOX2/SOX3/STIL/TACC1/TBR1/TNR/TYRO3/WDR62/ZEB2/ALDH1A2/AVPR1A/CCKAR/CNTNAP2/DLX1/DLX2/DMRTA2/EMX2/IGF2BP1/LHX2/NFIB/POU4F1/PRDM13/SLC32A1/SLIT1/WNT7B/ZIC1/AVPR2/BMP2/CCDC141/DCT/DLX5/E2F1/FGF2/FOS/FOXG1/GHRHR/INHBA/KIF14/LMX1A/NEFL/NEUROD1/NR4A3/SRD5A2/TACC3",82
"GO:0042445","hormone metabolic process","58/1572","246/18860",0.235772357723577,2.82866836301951,8.70554318737661,2.33005183807955e-13,2.167336551387e-10,1.74058960114785e-10,"ADH1A/ADH1B/ADH1C/ADH4/ADH7/AKR1C1/AKR1C2/AKR1C4/ALDH1A1/ALDH1A3/CEL/CHST8/CRHBP/CTSG/CYP11B2/CYP1A1/DPP4/EDNRB/ESR1/FOXA1/GAL/GATA3/HSD17B6/IYD/LIPE/PCSK5/RDH16/RETSAT/SDR16C5/SLC30A8/SLCO1C1/TPO/UGT2B17/ALDH1A2/CGA/CHST9/CORIN/CYP1A2/CYP26B1/CYP3A4/GHR/LHCGR/UGT2B28/BMP2/BMP6/CACNA1H/DGAT2/DHRS2/ECE2/FFAR3/GHRHR/INHBA/MME/NR3C1/RDH5/SLC5A5/SPP1/SRD5A2",58
"GO:0003012","muscle system process","87/1572","485/18860",0.179381443298969,2.15212087825608,7.75119149544795,5.41309037085671e-12,4.31577962282161e-09,3.46600583445231e-09,"ACACB/ACTA2/ADRA1A/AKAP6/ANK2/ATP1A2/BIN1/CACNA2D1/CASQ2/CCDC78/CHRNG/COL14A1/DMD/DRD2/EDNRB/EZH2/FOXO1/GNAI1/HTR1D/HTR2A/JPH1/JPH2/KCNA1/KCNE1/KCNH2/KIT/KLF15/KLF4/LMOD1/MYH1/MYH11/MYH6/MYLK/MYOCD/MYOM2/NMUR1/NOS1/NPR3/PPARG/RGS4/RYR3/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN4B/SCN5A/SCN7A/SCN9A/STAC2/SYNM/TBX20/TNNI3/TNNT1/TRDN/TRPA1/ABCC9/CAV1/CNN1/COMP/EDN3/GHSR/KCNJ3/MYLK2/MYOZ2/NPNT/P2RX2/PPP1R12B/SULF1/TACR1/TMOD1/ADRB2/CA3/CACNA1H/CACNG1/CALCA/CHRND/CKMT2/JPH3/MYOC/NMU/NR4A3/PI16/SCN2B/SCN3B/TNNT3",87
"GO:0006936","muscle contraction","72/1572","372/18860",0.193548387096774,2.32208815562669,7.76604928508464,1.01204303799254e-11,6.84501987704458e-09,5.4972405693105e-09,"ACTA2/ADRA1A/ANK2/ATP1A2/BIN1/CACNA2D1/CASQ2/CCDC78/CHRNG/DMD/DRD2/EDNRB/HTR1D/HTR2A/JPH1/JPH2/KCNA1/KCNE1/KCNH2/KIT/LMOD1/MYH1/MYH11/MYH6/MYLK/MYOCD/MYOM2/NMUR1/NOS1/RYR3/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN4B/SCN5A/SCN7A/SCN9A/STAC2/SYNM/TBX20/TNNI3/TNNT1/TRDN/TRPA1/ABCC9/CAV1/CNN1/COMP/EDN3/GHSR/KCNJ3/MYLK2/NPNT/P2RX2/PPP1R12B/SULF1/TACR1/TMOD1/ADRB2/CA3/CACNA1H/CACNG1/CALCA/CHRND/CKMT2/JPH3/NMU/SCN2B/SCN3B/TNNT3",72
"GO:0001508","action potential","45/1572","179/18860",0.251396648044693,3.01612009040897,8.17252159407401,1.1038376436732e-11,6.84501987704458e-09,5.4972405693105e-09,"ADRA1A/AKAP6/ANK2/ATP1A2/BIN1/CACNA2D1/CASQ2/DMD/KCNA1/KCNA2/KCNA4/KCNE1/KCNG1/KCNG3/KCNH2/KCNK9/KCNMB2/KCNQ2/NOS1/NTRK2/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN4B/SCN5A/SCN7A/SCN9A/SLC8A2/TRPA1/ABCC9/CAV1/CD36/CHRNA4/KCNA6/KCNB1/KCNF1/KCNJ3/KCNK16/NPR2/TACR1/NDP/SCN2B/SCN3B",45
"GO:0021537","telencephalon development","59/1572","291/18860",0.202749140893471,2.43247378959978,7.42595212223588,1.12231398725872e-10,6.26363436289093e-08,5.03032942920805e-08,"ALDH1A3/ASPM/ATP1A2/CDH2/DRD2/EGFR/EZH2/FAT4/FEZF2/FILIP1/FOXP2/KCNA1/KCNA2/LHX1/LHX5/LHX6/LRP8/NTRK2/P2RY12/PAX5/PLXNA4/PROX1/RELN/ROBO2/SALL3/SCN5A/SEMA3A/SLC7A11/TACC1/TBR1/TNR/WDR62/ZEB2/AVPR1A/CNTNAP2/DLX1/DLX2/DMRTA2/EMX2/IGF2BP1/LHX2/NFIB/SLC32A1/SLIT1/ZIC1/AVPR2/BMP2/CCDC141/DLX5/FOS/FOXG1/INHBA/KIF14/LMX1A/NEFL/NEUROD1/NR4A3/SRD5A2/TACC3",59
"GO:0060078","regulation of postsynaptic membrane potential","39/1572","152/18860",0.256578947368421,3.07829449578144,7.75761861876915,1.34245970117388e-10,6.43047086344e-08,5.16431594725102e-08,"CHRNA6/CHRNG/DRD2/GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GRIA2/GRIA4/GRIN2B/GRIN2D/HTR3A/KCNA2/KCNK1/MAPK8IP2/MET/NETO1/NLGN1/NOS1/NPAS4/NTSR1/P2RX5/RELN/RGS4/RGS7/RIMS2/SLC8A2/CHRNA4/GABRG2/P2RX2/ADRB2/CHRNA2/CHRNA9/CHRND/DRD4/SEZ6/SLC17A7/SLC1A7",39
"GO:0000070","mitotic sister chromatid segregation","45/1572","192/18860",0.234375,2.8119036259542,7.60939338473149,1.38264917328937e-10,6.43047086344e-08,5.16431594725102e-08,"AURKB/BUB1/BUB1B/CCNB1/CDCA8/CDK1/CDT1/CENPE/CENPF/KIF11/KIF15/KIF18B/KIF23/KIF2C/KIFC1/MYBL2/NCAPH/NUSAP1/PLK1/PRC1/PSRC1/SKA1/SKA3/SMC4/SPAG5/TEX14/TTK/UHRF1/CDC20/CENPK/KIF25/KIF4B/TPX2/TRIP13/ZWINT/BIRC5/DLGAP5/ESPL1/KIF14/KIF18A/KIF4A/MAD2L1/NCAPG/NUF2/RACGAP1",45
"GO:0000280","nuclear division","79/1572","453/18860",0.17439293598234,2.09227148385937,7.09580079247444,2.13246689213607e-10,9.15484440385491e-08,7.35226236981002e-08,"ANLN/ASPM/ASZ1/AURKA/AURKB/BRCA2/BRDT/BRIP1/BUB1/BUB1B/CCDC8/CCNB1/CDC25C/CDCA8/CDK1/CDT1/CENPE/CENPF/EME1/FANCA/FBXO43/HORMAD1/KIF11/KIF15/KIF18B/KIF23/KIF2C/KIFC1/MAEL/MAPK15/MKI67/MYBL1/MYBL2/NCAPH/NUSAP1/PLK1/PRC1/PSRC1/RAD51/RAD51AP1/RAD54B/SKA1/SKA3/SMC4/SPAG5/TEX14/TEX15/TTK/UHRF1/CCNE2/CDC20/CENPK/CHEK1/CYP26B1/EDN3/HFM1/KIF25/KIF4B/NFIB/NPR2/PTTG2/TOP2A/TPX2/TRIP13/ZWINT/BIRC5/CDCA2/DAZL/DLGAP5/DMRT1/ESPL1/KIF14/KIF18A/KIF4A/MAD2L1/NCAPG/NUF2/RACGAP1/RAD54L",79
"GO:0007409","axonogenesis","81/1572","472/18860",0.171610169491525,2.05888536680036,7.02531695323224,2.81043735981783e-10,1.12036077893881e-07,8.99762577301078e-08,"APLP1/BARHL2/BMPR1B/BOC/BRSK2/CDH11/CELSR1/CELSR3/CHL1/CNTN5/CNTN6/CTNNA2/DPYSL5/DRD2/EGR2/EPHB1/ERBB2/FAT4/FEZF2/FN1/GATA3/IGSF9/KIAA0319/LAMA2/LHX1/LHX9/MATN2/METRN/NDN/NEFH/NTRK2/PAK3/PARD6B/PLXNA4/PTPRM/RELN/ROBO2/ROBO3/ROBO4/SCN11A/SEMA3A/SEMA3D/SEMA3G/SEMA5B/SEMA6D/SLIT3/SLITRK2/SLITRK6/TBR1/TNR/TRIM46/UNC5B/ZEB2/CCKAR/EDN3/FSTL4/LHX2/NFIB/NPR2/POU4F1/RET/SLIT1/WNT7B/CCK/CDHR2/COL25A1/DLX5/EFNA3/EPHA8/FLRT2/FOXG1/HOXA2/ISL2/KIFC2/LMX1A/NDP/NEFL/NELL2/NR4A3/SPP1/UNC5A",81
"GO:0007411","axon guidance","51/1572","243/18860",0.209876543209877,2.5179844815129,7.18172619202058,5.77393490079404e-10,2.14828871208877e-07,1.72529226719867e-07,"BMPR1B/BOC/CELSR3/CHL1/CNTN5/CNTN6/DPYSL5/EGR2/EPHB1/ERBB2/FEZF2/GATA3/IGSF9/LAMA2/LHX1/LHX9/MATN2/PLXNA4/PTPRM/RELN/ROBO2/ROBO3/ROBO4/SEMA3A/SEMA3D/SEMA3G/SEMA5B/SEMA6D/SLIT3/TBR1/TNR/UNC5B/EDN3/LHX2/NFIB/RET/SLIT1/WNT7B/DLX5/EFNA3/EPHA8/FLRT2/FOXG1/HOXA2/ISL2/KIFC2/LMX1A/NDP/NELL2/NR4A3/UNC5A",51
"GO:0140014","mitotic nuclear division","56/1572","281/18860",0.199288256227758,2.39095197993353,7.0838173341296,6.56001660276106e-10,2.20616536993482e-07,1.77177305428804e-07,"ANLN/AURKA/AURKB/BUB1/BUB1B/CCDC8/CCNB1/CDC25C/CDCA8/CDK1/CDT1/CENPE/CENPF/FBXO43/KIF11/KIF15/KIF18B/KIF23/KIF2C/KIFC1/MKI67/MYBL2/NCAPH/NUSAP1/PLK1/PRC1/PSRC1/SKA1/SKA3/SMC4/SPAG5/TEX14/TTK/UHRF1/CDC20/CENPK/CHEK1/EDN3/KIF25/KIF4B/NFIB/TPX2/TRIP13/ZWINT/BIRC5/CDCA2/DLGAP5/DMRT1/ESPL1/KIF14/KIF18A/KIF4A/MAD2L1/NCAPG/NUF2/RACGAP1",56
"GO:0097485","neuron projection guidance","51/1572","244/18860",0.209016393442623,2.5076648729821,7.14775681941016,6.72008802882853e-10,2.20616536993482e-07,1.77177305428804e-07,"BMPR1B/BOC/CELSR3/CHL1/CNTN5/CNTN6/DPYSL5/EGR2/EPHB1/ERBB2/FEZF2/GATA3/IGSF9/LAMA2/LHX1/LHX9/MATN2/PLXNA4/PTPRM/RELN/ROBO2/ROBO3/ROBO4/SEMA3A/SEMA3D/SEMA3G/SEMA5B/SEMA6D/SLIT3/TBR1/TNR/UNC5B/EDN3/LHX2/NFIB/RET/SLIT1/WNT7B/DLX5/EFNA3/EPHA8/FLRT2/FOXG1/HOXA2/ISL2/KIFC2/LMX1A/NDP/NELL2/NR4A3/UNC5A",51
"GO:0000819","sister chromatid segregation","49/1572","233/18860",0.210300429184549,2.5230700346187,7.05406733860616,1.16485568556752e-09,3.61169976730684e-07,2.90055877727865e-07,"AURKB/BUB1/BUB1B/CCNB1/CDCA8/CDK1/CDT1/CENPE/CENPF/KIF11/KIF15/KIF18B/KIF23/KIF2C/KIFC1/MAPK15/MYBL2/NCAPH/NUSAP1/PLK1/PRC1/PSRC1/SKA1/SKA3/SMC4/SPAG5/TEX14/TTK/UHRF1/CDC20/CENPK/KIF25/KIF4B/TOP2A/TPX2/TRIP13/ZWINT/ACTL6B/BIRC5/DLGAP5/ESPL1/KIF14/KIF18A/KIF4A/MAD2L1/NCAPG/NUF2/RACGAP1/TACC3",49
"GO:0120254","olefinic compound metabolic process","39/1572","169/18860",0.230769230769231,2.76864357017029,6.96435061619019,3.70674447488777e-09,1.08880741654467e-06,8.74422048425049e-07,"ABCD2/ADH1A/ADH1B/ADH1C/ADH4/ADH7/AKR1C1/AKR1C2/AKR1C4/ALDH1A1/ALDH1A3/CEL/CYP11B2/CYP1A1/CYP2A13/CYP2A6/CYP2A7/EDNRB/ELOVL3/HSD17B6/LIPE/PTGS2/RDH16/RETSAT/SDR16C5/ALDH1A2/CYP1A2/CYP3A4/FADS2/ACSL1/BMP2/BMP6/CACNA1H/CYP2B6/DGAT2/INHBA/PLA2G2F/RDH5/SRD5A2",39
"GO:0034308","primary alcohol metabolic process","29/1572","105/18860",0.276190476190476,3.31358293953714,7.16860106752495,4.98340931540083e-09,1.34016907273534e-06,1.0762907820155e-06,"ACSS2/ADH1A/ADH1B/ADH1C/ADH4/ADH7/AKR1C1/AKR1C2/AKR1C4/ALDH1A1/ALDH1A3/CEL/CYP11B2/CYP1A1/EDNRB/HSD17B6/LIPE/RDH16/RETSAT/SDR16C5/ALDH1A2/CYP1A2/CYP3A4/HAO1/BMP2/BMP6/CACNA1H/DGAT2/RDH5",29
"GO:0030534","adult behavior","37/1572","157/18860",0.235668789808917,2.82742581157518,6.93341456222821,5.04274333048596e-09,1.34016907273534e-06,1.0762907820155e-06,"ATP1A2/CEND1/CHL1/CHRNA6/CRHBP/DMBX1/DRD2/GRIN2D/HTR2A/KLHL1/LGI4/NTF4/NTSR1/OPRD1/PAX5/PREX2/SCN1A/SEZ6L/SEZ6L2/SLC6A4/SLC7A11/SLITRK6/CHRNA4/CNTNAP2/FOSB/GABRG2/GHSR/TMOD1/ZIC1/ADAM2/CARTPT/DRD4/FGF2/KCNJ10/NR4A3/SEZ6/TRH",37
"GO:0070588","calcium ion transmembrane transport","61/1572","339/18860",0.179941002949853,2.15883417025077,6.49235337293822,7.35250438616519e-09,1.86519668087218e-06,1.49794084575557e-06,"ADCYAP1R1/AKAP6/ANK2/ANO6/ATP1A2/ATP2B3/BIN1/CACNA1B/CACNA1E/CACNA2D1/CACNG4/CALHM1/CASQ2/CD19/CNGA2/CX3CL1/CXCR3/DHRS7C/DMD/DRD2/EDNRB/F2/GRIN2B/GRIN2D/HAP1/HTR2A/HTR2C/JPH1/JPH2/NOS1/NTSR1/P2RX5/RYR3/SCN11A/SLC24A2/SLC8A2/TRDN/TRPA1/TRPM1/TRPM3/TRPM5/TRPM6/CAV1/KCNK16/MS4A1/P2RX2/PKD1L2/TMC2/ATP2A3/CACHD1/CACNA1H/CACNG1/CALCA/CATSPER1/CCL21/CCR7/CHRNA9/FGF2/JPH3/LACRT/PANX3",61
"GO:0097553","calcium ion transmembrane import into cytosol","42/1572","195/18860",0.215384615384615,2.58406733215894,6.70486704583616,8.43994576209041e-09,2.00849457073242e-06,1.61302348799567e-06,"ADCYAP1R1/AKAP6/ANK2/ATP1A2/CACNA1B/CACNA1E/CACNA2D1/CASQ2/CD19/CX3CL1/CXCR3/DHRS7C/DMD/DRD2/F2/GRIN2B/GRIN2D/HAP1/HTR2A/HTR2C/JPH1/JPH2/NOS1/NTSR1/P2RX5/RYR3/SLC24A2/SLC8A2/TRDN/TRPA1/TRPM1/CAV1/KCNK16/MS4A1/P2RX2/CACNA1H/CALCA/CCL21/CCR7/FGF2/JPH3/LACRT",42
"GO:0006816","calcium ion transport","73/1572","439/18860",0.16628701594533,1.99502106916599,6.36093796093309,8.63713845145638e-09,2.00849457073242e-06,1.61302348799567e-06,"ADCYAP1R1/AKAP6/ANK2/ANO6/ATP1A2/ATP2B3/BIN1/CACNA1B/CACNA1E/CACNA2D1/CACNG4/CALHM1/CASQ2/CD19/CDH23/CNGA2/CX3CL1/CXCR3/CYP27B1/DHRS7C/DMD/DRD2/EDNRB/F2/GRIN2B/GRIN2D/HAP1/HTR2A/HTR2C/ITPRIPL1/JPH1/JPH2/MCHR1/MYLK/NOS1/NTSR1/OPRD1/P2RX5/PLCZ1/RGS4/RYR3/SCN11A/SEMG1/SLC24A2/SLC8A2/SRL/TRDN/TRPA1/TRPM1/TRPM3/TRPM5/TRPM6/CAV1/CHRNA4/FCRL3/KCNK16/MS4A1/P2RX2/PKD1L2/TMC2/ATP2A3/CACHD1/CACNA1H/CACNG1/CALCA/CATSPER1/CCL21/CCR7/CHRNA9/FGF2/JPH3/LACRT/PANX3",73
"GO:0090068","positive regulation of cell cycle process","53/1572","278/18860",0.190647482014388,2.28728467607593,6.52024618452582,9.39487144002106e-09,2.05749441630415e-06,1.65237530052586e-06,"ADAMTS1/ANXA1/AURKA/AURKB/BUB1/CCNB1/CDC25A/CDC25C/CDCA8/CDK1/CIT/CYP1A1/DDR2/DRD2/E2F7/ECT2/EGFR/EZH2/FEN1/KIF23/MAPK15/NCAPH/NUSAP1/PLK4/RAD51AP1/SKA1/SKA3/SMC4/SPAG5/SSTR5/STIL/TBX20/TP63/CCNE2/CDC20/CDC7/CHEK1/EDN3/MRGPRX2/NPR2/TAS2R13/TERT/BIRC5/CXCR5/DAZL/DLGAP5/DMRT1/DTL/ESPL1/KIF14/MAD2L1/NCAPG/RACGAP1",53
"GO:0006813","potassium ion transport","48/1572","240/18860",0.2,2.39949109414758,6.57959475641786,9.58517377242571e-09,2.05749441630415e-06,1.65237530052586e-06,"ACTN2/AKAP6/ANK2/ANO6/ATP1A2/ATP1A3/BIN1/CASQ2/CNGA2/DPP6/DRD2/FHL1/GAL/HTR2A/KCNA1/KCNA2/KCNA4/KCNAB1/KCNE1/KCNG1/KCNG3/KCNH1/KCNH2/KCNH8/KCNJ16/KCNJ4/KCNK1/KCNK9/KCNMB2/KCNQ2/NOS1/RGS4/SLC12A5/SLC12A8/SLC24A2/SLC9A9/TRPM5/ABCC9/CAV1/EDN3/KCNA6/KCNB1/KCNF1/KCNJ3/KCNK16/KCNQ5/KCNJ10/SLC17A7",48
"GO:0043269","regulation of monoatomic ion transport","74/1572","449/18860",0.164810690423163,1.97730891945346,6.32018175816686,1.00911090101392e-08,2.08586960687358e-06,1.6751634372387e-06,"ABCB1/ACTN2/ADCYAP1R1/AHNAK/AKAP6/ANK2/ANO6/ATP1A2/BIN1/CACNA2D1/CALHM1/CASQ2/CD19/CX3CL1/CXCR3/DHRS7C/DMD/DPP6/DRD2/F2/FHL1/GABRE/GAL/GRIN2B/GRIN2D/HAP1/HTR2A/JPH1/JPH2/KCNAB1/KCNE1/KCNG1/KCNG3/KCNH2/KCNJ16/KCNJ4/MCHR1/MYLK/NOS1/NTSR1/OPRD1/OSR1/P2RX5/P2RY12/PER1/RGS4/SCN4B/SCN5A/SEMG1/SLC6A4/STAC2/TRDN/TRPA1/ABCC9/CAV1/EDN3/FCRL3/IFNG/KCNF1/KCNJ3/KCNK16/MS4A1/P2RX2/TMC2/ADRB2/CACNG1/CALCA/JPH3/KCNJ10/LACRT/MMP9/SCN2B/SCN3B/TESC",74
"GO:0042572","retinol metabolic process","19/1572","52/18860",0.365384615384615,4.38368565276962,7.36772822975135,1.48448621697385e-08,2.95889913461823e-06,2.37629410220852e-06,"ADH1A/ADH1B/ADH1C/ADH4/ADH7/ALDH1A1/ALDH1A3/CEL/CYP1A1/HSD17B6/LIPE/RDH16/RETSAT/SDR16C5/ALDH1A2/CYP1A2/CYP3A4/DGAT2/RDH5",19
"GO:0098813","nuclear chromosome segregation","58/1572","323/18860",0.179566563467492,2.15434184923467,6.30999770258605,1.85368231330397e-08,3.56737965191361e-06,2.86496525954567e-06,"ASPM/AURKA/AURKB/BRIP1/BUB1/BUB1B/CCNB1/CDCA8/CDK1/CDT1/CENPE/CENPF/ECT2/HORMAD1/KIF11/KIF15/KIF18B/KIF23/KIF2C/KIFC1/MAEL/MAPK15/MYBL2/NCAPH/NUSAP1/PLK1/PRC1/PSRC1/SKA1/SKA3/SMC4/SPAG5/TEX14/TEX15/TTK/UHRF1/CCNE2/CDC20/CENPK/KIF25/KIF4B/PTTG2/TOP2A/TPX2/TRIP13/ZWINT/ACTL6B/BIRC5/DLGAP5/ESPL1/KIF14/KIF18A/KIF4A/MAD2L1/NCAPG/NUF2/RACGAP1/TACC3",58
"GO:0001523","retinoid metabolic process","25/1572","87/18860",0.28735632183908,3.4475446754994,6.89980215912938,2.3608583411748e-08,4.27904629481698e-06,3.43650527133049e-06,"ADH1A/ADH1B/ADH1C/ADH4/ADH7/AKR1C1/AKR1C4/ALDH1A1/ALDH1A3/CEL/CYP1A1/HSD17B6/LIPE/LRP1/LRP8/RDH16/RETSAT/SDR16C5/ALDH1A2/CYP1A2/CYP26B1/CYP3A4/DGAT2/LPL/RDH5",25
"GO:0051784","negative regulation of nuclear division","21/1572","64/18860",0.328125,3.93666507633588,7.09618471096893,2.37682198780373e-08,4.27904629481698e-06,3.43650527133049e-06,"AURKB/BUB1/BUB1B/CCNB1/CDCA8/CENPF/FBXO43/HORMAD1/PLK1/SKA1/SKA3/TEX14/TTK/CDC20/CHEK1/TRIP13/ZWINT/BIRC5/DMRT1/MAD2L1/NUF2",21
"GO:1905818","regulation of chromosome separation","23/1572","76/18860",0.302631578947368,3.63080889246016,6.92971353260785,2.91837996165558e-08,5.08983705187494e-06,4.08765193313469e-06,"AURKB/BUB1/BUB1B/CCNB1/CDCA8/CENPF/MAPK15/NCAPH/PLK1/SKA1/SKA3/SMC4/TEX14/TTK/CDC20/TRIP13/ZWINT/BIRC5/DLGAP5/ESPL1/MAD2L1/NCAPG/NUF2",23
"GO:0045787","positive regulation of cell cycle","60/1572","349/18860",0.171919770773639,2.0625997943962,6.04200005351841,5.42946599686398e-08,9.18237870560542e-06,7.37437518808512e-06,"ADAMTS1/ANXA1/AURKA/AURKB/BRCA2/BUB1/CCNB1/CDC25A/CDC25C/CDCA8/CDK1/CIT/CYP1A1/DDR2/DRD2/E2F7/ECT2/EGFR/EZH2/FEN1/FOXA1/KIF23/MAPK15/NCAPH/NUSAP1/PLK4/PROX1/RAD51AP1/SKA1/SKA3/SLC6A4/SMC4/SPAG5/SSTR5/STIL/TBX20/TP63/CCNE2/CDC20/CDC7/CHEK1/EDN3/MAGEA4/MRGPRX2/NPR2/TAS2R13/TERT/BIRC5/CXCR5/DAZL/DLGAP5/DMRT1/DTL/ESPL1/FOXG1/KIF14/MAD2L1/NCAPG/NR4A3/RACGAP1",60
"GO:0071805","potassium ion transmembrane transport","42/1572","208/18860",0.201923076923077,2.422563123899,6.22090737229696,5.98330893971798e-08,9.79612711484516e-06,7.86727699337238e-06,"AKAP6/ANK2/ANO6/ATP1A2/ATP1A3/BIN1/DPP6/FHL1/GAL/KCNA1/KCNA2/KCNA4/KCNAB1/KCNE1/KCNG1/KCNG3/KCNH1/KCNH2/KCNH8/KCNJ16/KCNJ4/KCNK1/KCNK9/KCNMB2/KCNQ2/RGS4/SLC12A5/SLC12A8/SLC24A2/SLC9A9/TRPM5/ABCC9/CAV1/EDN3/KCNA6/KCNB1/KCNF1/KCNJ3/KCNK16/KCNQ5/KCNJ10/SLC17A7",42
